host	repo	path	branch	head	state	nfiles	nnovel	nadd	ndel	code_add	trk_dirty	untracked	issue	cdate	verdict	rule	subject	topdirs	novelfiles	wtdir	why
108	/home/reyerchu/vibe-ic	/home/reyerchu/_dens_priv/wt-jdrc1177	fix/die-density	6aa0d6abf	UNLANDED	7	1	21	376	21	0	0		2026-08-20	RECOVER	R2	programs INDEX: regenerate for die_density_fill_gen	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md		21 lines in 1 file(s) absent from main
108	/home/reyerchu/vibe-ic	/home/reyerchu/_dens_priv/wt-jdrc1177-base	(detached)	eda53573f	LANDED_FILE	0	0	0	0	0	0	0		2026-08-20	LANDED	L0	landing(ACTIVATE): refuse a full tier in a checkout a third party can unregister				holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_fix11	(detached)	8e858cc68	UNLANDED	10	10	3415	110	3414	0	0		2026-08-19	RECOVER	R2	landing: supply what the two refusals ask for, and make a killed STAGE nameable	tools/ci,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py	tools/ci/protected_landing_transition.json,tools/ci/test_repo_tools_tests_gate.py,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks/pre-push,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_merge_verdict.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/_protected_transition_fixture.py		3414 authored lines absent from main (+1 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_fix11_base	(detached)	d45922bc3	UNLANDED	9	9	2794	110	2793	0	0		2026-08-19	RECOVER	R2	landing: a marker probe must not ask its question through a pipe	tools/ci,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py	tools/ci/protected_landing_transition.json,tools/ci/test_repo_tools_tests_gate.py,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks/pre-push,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_merge_verdict.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_landing_gate_direct_push_tier.py		2793 authored lines absent from main (+1 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_g360	measure/g360-circuit-drc	596e7620d	LANDED_FILE	3	0	0	0	0	0	0		2026-08-20	LANDED	L0	measure: filler experiment — 6 of 8 rules go to zero, and the flow's own filler makes the die 33x worse	docs/CIRCUIT_DRC_360_FINDINGS.md,docs/FILLER_PROOF_EXPERIMENT.md,docs/SEAL_RING_DRC_SPLIT_FINDINGS.md			holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1347	(detached)	aa3b36768	UNLANDED	5	5	348	643	338	0	0	1347	2026-08-19	RECOVER	R2	fix(#1347): a NAME IN A SENTENCE is not an execution path	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_baseline.json,vibe-ic-marketplace/plugins/vibe-ic/programs/checker_skill_only_reasons.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_checker_execution_wiring_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1130_wiring_population_parity.py		338 authored lines absent from main (+10 regenerable); issue #1347
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1734	(detached)	89d4fb6ea	UNLANDED	2	2	550	44	550	0	0	1734	2026-08-19	RECOVER	R2	fix(#1734): the exemption may not retire an advisory, may not be loosened by an added mark, and must name every call it admits	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/ci_harness_timeout_ceiling_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ci_harness_timeout_ceiling_check.py		550 lines in 2 file(s) absent from main; issue #1734
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1744	(detached)	c38815f73	UNLANDED	24	4	22	668	22	0	0	1744	2026-08-19	LANDED	L3	tapeout: our one external refusal pointed at a shuttle that shut down (#1744)	.gitignore,vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tapeout_readiness_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue800_emitted_by_reads_the_real_version.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tapeout_readiness_check.py		this tip landed in main under the same prose; tree is 668 lines behind
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gkpr1759	gk1759	f50573cbe	UNLANDED	15	8	63	378	63	0	0	1759	2026-08-20	ABANDON	A6	eda-image: the tests that still remembered a version (#1759)	docs/INSTALL.md,README.md,tools/vibeic-eda,vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/_eda_image.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pdk_via_patch_meets_layer_min_width_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/sta_engine_parity_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_fault_atpg_run.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_fmeda_fault_injection_coverage.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_scan_chain_insert_image_follows_the_anchor.py		issue #1759 landed; this tree is 378 lines behind main and holds 63 authored - a superseded attempt
108	/home/reyerchu/vibe-ic	/home/reyerchu/_green	(detached)	5935ae020	LANDED_PATCH	4	0	23	152	23	0	0		2026-08-20	LANDED	L1	Merge branch 'mg/hy' into HEAD	tools/ci,vibe-ic-marketplace/plugins			content already in main (landed_patch); 23 stale authored lines remain
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gsplit	measure/gsplit-seal-ring-drc	81799d312	LANDED_FILE	1	0	0	0	0	0	0		2026-08-20	LANDED	L0	measure: 817 of spm's 1177 DRC violations are the seal ring's, 360 are the circuit's	docs/SEAL_RING_DRC_SPLIT_FINDINGS.md			holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_gsw_green	(detached)	5935ae020	LANDED_PATCH	4	0	23	152	23	0	0		2026-08-20	LANDED	L1	Merge branch 'mg/hy' into HEAD	tools/ci,vibe-ic-marketplace/plugins			content already in main (landed_patch); 23 stale authored lines remain
108	/home/reyerchu/vibe-ic	/home/reyerchu/_i1348	(detached)	b74d5d0a4	UNLANDED	4	4	492	235	492	0	0	1348	2026-08-19	RECOVER	R2	63x8 census: a row that could not measure 52 of its 63 cells published 11 and looked clean	tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins	tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1348_census_table_partitions.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_census_freshness.py		492 lines in 4 file(s) absent from main; issue #1348
108	/home/reyerchu/vibe-ic	/home/reyerchu/_i1410	fix/1410-replay-plan-has-no-aggregate-bound	8033c7ded	UNLANDED	2	1	45	434	45	0	0	1410	2026-08-19	ABANDON	A6	mutation ledger: a test's STUB population escaped its lru_cache and became verdicts about mutations no replay had touched (#1410)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_mutation_ledger.py		issue #1410 landed as 98babc59c "v1.10.79 — ACTIVATE: bound the mutation-ledger PLAN, not just each cel"; this tree is 434 lines behind main and holds 45 authored - a superseded attempt
108	/home/reyerchu/vibe-ic	/home/reyerchu/_i1704	(detached)	1a8c180c7	UNLANDED	11	2	41	185	34	0	0	1704	2026-08-19	LANDED	L3	fix(ratchet): the step-FAIL register may not fall while nobody is on record	tools/ci,vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/step_internal_fail_bubble_up_baseline.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1015_ratchet_does_not_claim_paid_debt.py		this tip landed in main under the same prose; tree is 185 lines behind
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jlayout/wt-jlayoutorigin	jlayoutorigin/layout-origin-determination	5489b6633	GONE	0	0	0	0	0	0	0			RECOVER	U1					NOT MEASURED (state GONE) - verdict withheld, defaulting to keep
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jlayout/wt-jlayoutorigin-base	(detached)	46db01866	GONE	0	0	0	0	0	0	0			RECOVER	U1					NOT MEASURED (state GONE) - verdict withheld, defaulting to keep
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_closure/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_closure/tree	agent/jppa-closure	fe08aed03	UNLANDED	8	8	4023	0	3802	0	0		2026-08-21	RECOVER	R2	closure: the implementation root is provenance, so it belongs in source, not scope	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/config/ppa_actuator_registry.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/closure.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_closure_run.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_actuator_registry.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_closure_real_programs.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_closure_run_cli.py		3802 authored lines absent from main (+221 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_fixtures/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_fixtures/tree	agent/jppa-fixtures	0dc3e9e7f	UNLANDED	32	32	1686	0	1065	0	0		2026-08-21	RECOVER	R2	ppa fixtures: the negative ones, and a check that keeps them negative	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/ppa/MANIFEST.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/ppa/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/ppa/area/stage_pair/expected.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/ppa/area/stage_pair/post_route_floorplan_pdn.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/ppa/area/stage_pair/synthesis_area_source_line.txt		1065 authored lines absent from main (+621 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_1523v	(detached)	5814140f4	UNLANDED	111	46	784	8846	671	0	0		2026-08-14	ABANDON	A2	Merge remote-tracking branch 'refs/remotes/origin/pr/1536' into HEAD	benchmark-data/ic,.claude-plugin/marketplace.json,NOTICE,README.md,tools/ci,tools/gatekeeper-land.sh	README.md,benchmark-data/ic/spm/SOURCE_MANIFEST.md,tools/ci/repo_hygiene_gates.sh,tools/gatekeeper-land.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/conftest.py,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/_watchdog.py,vibe-ic-marketplace/plugins/vibe-ic/programs/achieved_period_recorded_check.py		PR-verification merge of #1536; closed WITHOUT merge (rejected)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_1613	(detached)	94a991e5d	UNLANDED	39	7	812	5786	415	0	0		2026-08-15	RECOVER	R2	Merge branch 'b22_1639' into HEAD	benchmark-data/ic,CONTRIBUTING.md,.github/PULL_REQUEST_TEMPLATE.md,tools/gatekeeper-verify-merge.sh,vibe-ic-marketplace/docs,vibe-ic-marketplace/plugins	benchmark-data/ic/INDEX.md,benchmark-data/ic/METHODOLOGY.md,benchmark-data/ic/spm/v1.10.18_sky130A/SOURCE_MANIFEST.md,tools/gatekeeper-verify-merge.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1417_no_test_bytecompiles_the_shipped_tree.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d5_deps_correct.py		415 authored lines absent from main (+397 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_IDX	_pg_IDX	989eac032	UNLANDED	123	60	3778	13544	3638	0	0		2026-08-13	ABANDON	A3	[v1.10.37] candidate batch IDX	benchmark-data/ic,.claude-plugin/marketplace.json,docs/ENGINEERING_METRICS.md,NOTICE,README.md,tools/ci	README.md,benchmark-data/ic/spm/SOURCE_MANIFEST.md,docs/ENGINEERING_METRICS.md,tools/ci/repo_hygiene_gates.sh,tools/gatekeeper-land.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/conftest.py,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/_atomic_artefact_residual.json,vibe-ic-marketplace/plugins/vibe-ic/programs/_watchdog.py		spent landing staging tree for v1.10.37; main is v1.11.18
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_VD	_pg_VD	2ba4d5d6c	UNLANDED	41	29	1111	5555	1055	0	0		2026-08-14	ABANDON	A3	[v1.10.37] candidate batch VD	benchmark-data/ic,.claude-plugin/marketplace.json,docs/INSTALL.md,README.md,tools/vibeic-eda,vibe-ic-marketplace/.claude-plugin	README.md,docs/INSTALL.md,tools/vibeic-eda/README.md,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/mcp-eda/INSTALL_GUIDE.md,vibe-ic-marketplace/plugins/vibe-ic/programs/benchmark_evidence_publish.py,vibe-ic-marketplace/plugins/vibe-ic/programs/fault_atpg_run.py,vibe-ic-marketplace/plugins/vibe-ic/programs/flow_dependency_graph_check.py		spent landing staging tree for v1.10.37; main is v1.11.18
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_W2	_pg_W2	686a39969	UNLANDED	14	10	319	750	316	0	0		2026-08-14	ABANDON	A3	[v1.10.40] candidate batch W2	.claude-plugin/marketplace.json,NOTICE,README.md,vibe-ic-marketplace/.claude-plugin,vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	README.md,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/bundled_attribution_notice_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/waivers.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_bundled_attribution_notice_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue509_phase2_scaffold_gen_is_oracle_only.py		spent landing staging tree for v1.10.40; main is v1.11.18
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_bigbatch	(detached)	2cfa8505f	UNLANDED	319	127	4586	31177	3429	0	0		2026-08-14	ABANDON	A2	Merge remote-tracking branch 'refs/remotes/origin/pr/1551' into HEAD	benchmark-data/evaluation,benchmark-data/evidence_citation_baseline.json,benchmark-data/ic,.claude-plugin/marketplace.json,docs/INSTALL.md,NOTICE	README.md,benchmark-data/evaluation/verilogeval_human/RESULT.md,benchmark-data/evaluation/verilogeval_human/run_cleanroom_v1481/RESULT.md,benchmark-data/evaluation/verilogeval_v2/RESULT.md,benchmark-data/evaluation/verilogeval_v2/run_cleanroom_v1481/RESULT.md,benchmark-data/evidence_citation_baseline.json,benchmark-data/ic/INDEX.md,benchmark-data/ic/retention.json,benchmark-data/ic/spm/SOURCE_MANIFEST.md		PR-verification merge of #1551; closed WITHOUT merge (rejected)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_bo	fix/1070-tripwire-left-red-after-a1-gained-its-edge	6ddf9595d	UNLANDED	1	1	37	160	37	0	0	1070	2026-08-15	ABANDON	A6	test(63x8): move the blocks_on tripwire A1's legitimate edge left behind	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_ledger.py		issue #1070 landed as ef8d3c819 "test(d5): empty the deferred-edge register #1070 paid off, without lea"; this tree is 160 lines behind main and holds 37 authored - a superseded attempt
108	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_d8	fix/d8-real-gate-tier-population-gained-step4	f059b4c81	UNLANDED	1	1	34	796	34	0	0	1173	2026-08-15	ABANDON	A6	test(d8): move the real-gate pass-tier pin that #1173's disclosure fix grew	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d8_missing_caught.py		issue #1173 landed as fe1f0615e "gates: three that decided a run was inapplicable and told nobody who r"; this tree is 796 lines behind main and holds 34 authored - a superseded attempt
108	/home/reyerchu/vibe-ic	/home/reyerchu/_spad	(detached)	b767007ac	UNLANDED	6	3	47	87	47	0	0		2026-08-20	LANDED	L3	15.5ic: a pad ring built from upstream's config contract, and a skip that names it	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/pad_ring_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/prose_polarity_consulted_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d1_wiring.py		this tip landed in main under the same prose; tree is 87 lines behind
108	/home/reyerchu/vibe-ic	/home/reyerchu/_spmfinal_8HD-6	mg/gfinal-8hd6	70b66ad07	UNLANDED	4	3	309	994	309	0	0		2026-08-20	RECOVER	R2	four fixes in ONE run: the six implant/well rules go to zero, and the PDK's own seal-ring generator is missing its library	docs/FOUR_FIXES_COMBINED_RUN.md,vibe-ic-marketplace/plugins	docs/FOUR_FIXES_COMBINED_RUN.md,vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_phase3_backend_fixes.py		309 lines in 3 file(s) absent from main
108	/home/reyerchu/vibe-ic	/home/reyerchu/_tim_priv/wt-jsetup-base	(detached)	69ce9260d	LANDED_FILE	0	0	0	0	0	0	2		2026-08-20	LANDED	L0	feat(37.5ic): fill the die to the PDK's floors, and make the release documents an output				holds 0 lines main lacks (it is 0 lines BEHIND main)
108	/home/reyerchu/vibe-ic	/home/reyerchu/_tim_priv/wt-jsetup-timing	fix/setup-timing	66085fbf5	UNLANDED	4	1	16	250	16	0	0		2026-08-20	RECOVER	R2	the same document declares the I/O delay as a fraction of the period, and the SDC emitted a fixed 2	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md		16 lines in 1 file(s) absent from main
108	/home/reyerchu/vibe-ic	/home/reyerchu/_v1123	pr1123	f2bc39fd5	LANDED_FILE	0	0	0	0	0	241	0	1123	2026-08-15	RECOVER	L2	the no-PDK refusal was guarded by a population the regression empties				committed content is in main, but 241 tracked file(s) uncommitted
108	/home/reyerchu/vibe-ic	/home/reyerchu/wt-jf63x8b	jfindings/63x8-producer-identity	78ffef90a	UNLANDED	9	9	1306	104	1285	0	1		2026-08-21	RECOVER	R2	A2_STALE_REPLAY was A3 with a second foreign donor, so 6 of the 13 findings were duplicates and the property it names has never been measured	tools/gen_adversarial_findings.py,vibe-ic-marketplace/plugins	tools/gen_adversarial_findings.py,vibe-ic-marketplace/plugins/vibe-ic/programs/adversarial_agent.py,vibe-ic-marketplace/plugins/vibe-ic/programs/adversarial_findings.json,vibe-ic-marketplace/plugins/vibe-ic/programs/eda_report_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/_published_corpus.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_a_runner_summary_may_not_vouch_for_the_tool_output.py		1285 authored lines absent from main (+21 regenerable)
108	/home/reyerchu/vibe-ic	/home/reyerchu/wt-jfindings-63x8	jfindings/63x8-remaining	78ffef90a	UNLANDED	9	9	1306	104	1285	0	0		2026-08-21	ABANDON	A4	A2_STALE_REPLAY was A3 with a second foreign donor, so 6 of the 13 findings were duplicates and the property it names has never been measured	tools/gen_adversarial_findings.py,vibe-ic-marketplace/plugins	tools/gen_adversarial_findings.py,vibe-ic-marketplace/plugins/vibe-ic/programs/adversarial_agent.py,vibe-ic-marketplace/plugins/vibe-ic/programs/adversarial_findings.json,vibe-ic-marketplace/plugins/vibe-ic/programs/eda_report_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/_published_corpus.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_a_runner_summary_may_not_vouch_for_the_tool_output.py		identical HEAD to 108:/home/reyerchu/wt-jf63x8b (kept there)
108	/home/reyerchu/vibe-ic	/home/reyerchu/wt-jw2-extract-err	fix/jw2-extraction-error-channel-unread	d8af5ec15	UNLANDED	4	4	1232	989	1232	0	0		2026-08-19	RECOVER	R2	read the extraction tool's error channel: an extraction that reported illegal overlaps could reach a clean signoff	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/magic_extract_illegal_overlap_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_magic_extract_illegal_overlap_check.py		1232 lines in 4 file(s) absent from main
